5,
23101	,
23102	,
23103	,
23104	,
23106	,
23107	,
23108	,
23109	,
23111	,
23112	,
23113	,
23114	,
23116	,
23118	,
23119	,
23120	,
23121	,
23123	,
23124	,
23129	,
23133	,
23139	,
23142	,
23162	,
23164	,
23165	,
23167	,
23172	,
23173	,
23174	,
23178	,
23179	,
23183	,
23184	,
23188	,
23189	,
23193	,
23194	,
23197	,
23198	,
23202	,
23212	,
23217	,
23227	,
23228	,
23229	,
23232	,
23240	,
23241	,
23243	,
23244	,
23246	,
23368	,
23369	,
23371	,
23373	,
23374	,
23375	,
23377	,
23379	,
23382	,
23383	,
23388	,
23389	,
23392	,
23394	,
23397	,
23398	,
23403	,
23404	,
23407	,
23409	,
23412	,
23413	,
23418	,
23419	,
23422	,
23424	,
23427	,
23428	,
23433	,
23434	,
23437	,
23439	,
23442	,
23443	,
23448	,
23449	,
23450	,
23452	,
23454	,
23457	,
23458	,
23463	,
23464	,
23467	,
23469	,
23472	,
23473	,
23478	,
23479	,
23480	,
23481	,
23484	,
23487	,
23488	,
23493	,
23494	,
23497	,
23498	,
23504	,
23505	,
23508	,
23510	,
23513	,
23529	,
23533	,
23535	,
23536	,
23537	,
23538	,
23545	,
23550	,
